cell,kind,name,metric,stratum,n,median,mean,p25,p75
cont_splice_s0,generator,flux-amateursnapshotphotos,pred_pos_frac,all,26,0.4340975,0.4132094230769231,0.29487625,0.49752799999999997
cont_splice_s0,generator,flux-amateursnapshotphotos,auroc,all,5026,0.49069615384615384,0.49069615384615384,nan,nan
cont_splice_s0,generator,flux-mvc5000,pred_pos_frac,all,147,0.404382,0.41222755782312925,0.316347,0.5049440000000001
cont_splice_s0,generator,flux-mvc5000,auroc,all,5147,0.3767551020408163,0.3767551020408163,nan,nan
cont_splice_s0,generator,flux-realism,pred_pos_frac,all,4,0.373676,0.390268,0.3228565,0.4410875
cont_splice_s0,generator,flux-realism,auroc,all,5004,0.5704,0.5704,nan,nan
cont_splice_s0,generator,flux.1-dev,pred_pos_frac,all,185,0.437209,0.41643424324324324,0.298071,0.526402
cont_splice_s0,generator,flux.1-dev,auroc,all,5185,0.5036372972972973,0.5036372972972973,nan,nan
cont_splice_s0,generator,flux.1-schnell,pred_pos_frac,all,185,0.390386,0.39814976216216214,0.288573,0.501949
cont_splice_s0,generator,flux.1-schnell,auroc,all,5185,0.5380383783783784,0.5380383783783784,nan,nan
cont_splice_s0,generator,gpt-image-1,pred_pos_frac,all,185,0.415727,0.4206893405405405,0.312604,0.525027
cont_splice_s0,generator,gpt-image-1,auroc,all,5185,0.5260708108108109,0.5260708108108109,nan,nan
cont_splice_s0,generator,grok-2-image-1212,pred_pos_frac,all,96,0.4527055,0.4779166979166667,0.38269050000000004,0.6259755
cont_splice_s0,generator,grok-2-image-1212,auroc,all,5096,0.33995416666666667,0.33995416666666667,nan,nan
cont_splice_s0,generator,hidream-i1-full,pred_pos_frac,all,185,0.411871,0.4117136216216217,0.30547,0.507371
cont_splice_s0,generator,hidream-i1-full,auroc,all,5185,0.5424508108108108,0.5424508108108108,nan,nan
